Year,Units,Value
2015,Percentage,22.3
2016,Percentage,18.5
2017,Percentage,16.7
2018,Percentage,23.7
2019,Percentage,21.2
2020,Percentage,30.3
2021,Percentage,29.8
2022,Percentage,36.8
2023,Percentage,26.0
2024,Percentage,19.1
2025,Percentage,18.4
