Year,Units,Value
2015,Porcentaje,5.63
2016,Porcentaje,5.45
2017,Porcentaje,5.6
2018,Porcentaje,5.74
2019,Porcentaje,5.43
2020,Porcentaje,5.83
2021,Porcentaje,5.79
2022,Porcentaje,5.64
2023,Porcentaje,5.77
2024,Porcentaje,5.98
2025,Porcentaje,5.77
