Year,Units,Value
2015,Milions de metres cúbics,5.61
2016,Milions de metres cúbics,5.87
2017,Milions de metres cúbics,5.81
2018,Milions de metres cúbics,5.68
2019,Milions de metres cúbics,5.52
2020,Milions de metres cúbics,4.99
2021,Milions de metres cúbics,5.28
2022,Milions de metres cúbics,5.74
2023,Milions de metres cúbics,3.88
2024,Milions de metres cúbics,3.29
2025,Milions de metres cúbics,4.44
