Year,Units,Value
2015,Percentatge,5.63
2016,Percentatge,5.45
2017,Percentatge,5.6
2018,Percentatge,5.74
2019,Percentatge,5.43
2020,Percentatge,5.83
2021,Percentatge,5.79
2022,Percentatge,5.64
2023,Percentatge,5.77
2024,Percentatge,5.98
2025,Percentatge,5.77
