Year,Units,Value
2015-2016,Porcentaje,48.4
2016-2017,Porcentaje,49.7
2017-2018,Porcentaje,49.9
2018-2019,Porcentaje,50.3
2019-2020,Porcentaje,50.9
2020-2021,Porcentaje,44.7
2021-2022,Porcentaje,50.8
2022-2023,Porcentaje,57.3
2023-2024,Porcentaje,50.6
2024-2025,Porcentaje,51.9
2025-2026,Porcentaje,54.3
