Year,Units,Value
2015-2016,Percentage,48.5
2016-2017,Percentage,50.1
2017-2018,Percentage,52.6
2018-2019,Percentage,56.5
2019-2020,Percentage,59.8
2020-2021,Percentage,50.7
2021-2022,Percentage,63.7
2022-2023,Percentage,61.1
2023-2024,Percentage,56.8
2024-2025,Percentage,54.4
2025-2026,Percentage,56.0
