Year,Units,Value
2015,Porcentaje,22.3
2016,Porcentaje,18.5
2017,Porcentaje,16.7
2018,Porcentaje,23.7
2019,Porcentaje,21.2
2020,Porcentaje,30.3
2021,Porcentaje,29.8
2022,Porcentaje,36.8
2023,Porcentaje,26.0
2024,Porcentaje,19.1
2025,Porcentaje,18.4
