Year,Units,Value
2015,x1000 toneladas de CO2,285.6
2016,x1000 toneladas de CO2,289.5
2017,x1000 toneladas de CO2,261.8
2018,x1000 toneladas de CO2,287.6
2019,x1000 toneladas de CO2,289.1
2020,x1000 toneladas de CO2,265.2
2021,x1000 toneladas de CO2,267.7
2022,x1000 toneladas de CO2,265.4
