Year,Units,Value
2016-2017,Porcentaje,12.1
2017-2018,Porcentaje,9.9
2018-2019,Porcentaje,11.4
2019-2020,Porcentaje,10.0
2020-2021,Porcentaje,11.7
2021-2022,Porcentaje,11.9
2022-2023,Porcentaje,11.3
2024-2025,Porcentaje,12.5
