Year,Units,Value
2015,Tasa por mil,0.5
2016,Tasa por mil,0.3
2017,Tasa por mil,0.6
2018,Tasa por mil,0.0
2019,Tasa por mil,0.0
2020,Tasa por mil,0.0
2021,Tasa por mil,0.0
