Year,Units,Value
2015,Litros,105.5
2016,Litros,107.5
2017,Litros,108.3
2018,Litros,107.0
2019,Litros,107.3
2020,Litros,110.4
2021,Litros,106.1
2022,Litros,103.8
2023,Litros,102.7
2024,Litros,98.4
2025,Litros,99.3
