Year,Value,Units
2015,5.63,Percentatge
2016,5.45,Percentatge
2017,5.6,Percentatge
2018,5.74,Percentatge
2019,5.43,Percentatge
2020,5.83,Percentatge
2021,5.79,Percentatge
2022,5.64,Percentatge
2023,5.77,Percentatge
2024,5.98,Percentatge
2025,5.77,Percentatge
