Year,Value,Units
2016-2017,8.6,Percentatge
2017-2018,7.3,Percentatge
2018-2019,5.6,Percentatge
2019-2020,9.1,Percentatge
2020-2021,11.7,Percentatge
2021-2022,10.9,Percentatge
2022-2023,9.1,Percentatge
2024-2025,11.2,Percentatge
