Year,Value,Units
2015,160.6,Euros
2016,185.3,Euros
2017,190.4,Euros
2018,211.5,Euros
2019,211.8,Euros
2020,229.3,Euros
2021,230.8,Euros
2022,251.8,Euros
2023,266.1,Euros
2024,274.3,Euros
2025,300.0,Euros
2015,9.2,Percentatge
2016,11.0,Percentatge
2017,11.5,Percentatge
2018,12.9,Percentatge
2019,13.0,Percentatge
2020,13.9,Percentatge
2021,12.7,Percentatge
2022,12.9,Percentatge
2023,13.1,Percentatge
2024,12.7,Percentatge
2025,13.7,Percentatge
