Year,Value,Units
2016,386,Nombre Total
2017,474,Nombre Total
2018,417,Nombre Total
2019,265,Nombre Total
2020,307,Nombre Total
2021,249,Nombre Total
2022,535,Nombre Total
2023,299,Nombre Total
2024,236,Nombre Total
