Year,Value,Units
2017,109,Nombre Total
2018,153,Nombre Total
2019,210,Nombre Total
2020,277,Nombre Total
2021,229,Nombre Total
2022,280,Nombre Total
2023,367,Nombre Total
2024,203,Nombre Total
