Year,Value,Units
2015,0.94,Percentatge
2016,0.93,Percentatge
2017,0.93,Percentatge
2018,0.92,Percentatge
2019,0.95,Percentatge
2020,1.18,Percentatge
2021,1.13,Percentatge
2022,1.13,Percentatge
2023,1.53,Percentatge
2024,1.91,Percentatge
