Year,Value,Units
2015,199,Nombre Total
2016,192,Nombre Total
2017,230,Nombre Total
2018,236,Nombre Total
2019,202,Nombre Total
2020,141,Nombre Total
2021,166,Nombre Total
2022,173,Nombre Total
2023,225,Nombre Total
2024,244,Nombre Total
2025,246,Nombre Total
