Year,Value,Units
2015,35.6,Percentatge
2016,35.3,Percentatge
2017,35.7,Percentatge
2018,37.3,Percentatge
2019,38.3,Percentatge
2020,39.2,Percentatge
2021,39.5,Percentatge
2022,39.4,Percentatge
2023,40.7,Percentatge
2024,41.3,Percentatge
2025,41.3,Percentatge
