Year,Value,Units
2017,107.7,Índex
2018,106.1,Índex
2019,106.5,Índex
2020,107.3,Índex
2021,107.4,Índex
2022,107.9,Índex
2023,111.6,Índex
2024,109.2,Índex
2025,113.6,Índex
