Year,Value,Units
2015,11,Nombre Total
2016,11,Nombre Total
2017,28,Nombre Total
2018,10,Nombre Total
2019,18,Nombre Total
2020,13,Nombre Total
2021,9,Nombre Total
2022,11,Nombre Total
2023,12,Nombre Total
2024,11,Nombre Total
2025,15,Nombre Total
