Year,Value,Units
2015,16.2,Percentatge
2016,20.7,Percentatge
2017,16.5,Percentatge
2018,21.2,Percentatge
2019,16.7,Percentatge
2020,20.2,Percentatge
2021,18.3,Percentatge
2022,15.9,Percentatge
2023,16.5,Percentatge
