Year,Value,Units
2018,10,Nombre Total
2019,10,Nombre Total
2020,16,Nombre Total
2021,37,Nombre Total
2022,25,Nombre Total
2023,13,Nombre Total
2024,21,Nombre Total
2025,37,Nombre Total
