Year,Value,Units
2015,1.27,Kg/habitant/dia
2016,1.28,Kg/habitant/dia
2017,1.29,Kg/habitant/dia
2018,1.34,Kg/habitant/dia
2019,1.32,Kg/habitant/dia
2020,1.18,Kg/habitant/dia
2021,1.2,Kg/habitant/dia
2022,1.24,Kg/habitant/dia
2023,1.22,Kg/habitant/dia
2024,1.22,Kg/habitant/dia
2025,1.21,Kg/habitant/dia
