Year,Value,Units
2016,50.0,Percentatge
2017,7.0,Percentatge
2018,10.0,Percentatge
2019,7.0,Percentatge
2020,11.0,Percentatge
2021,8.0,Percentatge
2022,4.4,Percentatge
2023,4.3,Percentatge
2024,6.0,Percentatge
2025,5.8,Percentatge
