Year,Value,Units
2015,458,Nombre Total
2016,503,Nombre Total
2017,640,Nombre Total
2018,774,Nombre Total
2019,969,Nombre Total
2020,1144,Nombre Total
2021,1334,Nombre Total
2022,1422,Nombre Total
2023,1521,Nombre Total
2024,1974,Nombre Total
2025,1037,Nombre Total
