Year,Value,Units
2015,22.3,Percentatge
2016,18.5,Percentatge
2017,16.7,Percentatge
2018,23.7,Percentatge
2019,21.2,Percentatge
2020,30.3,Percentatge
2021,29.8,Percentatge
2022,36.8,Percentatge
2023,26.0,Percentatge
2024,19.1,Percentatge
2025,18.4,Percentatge
