Year,Value,Units
2017,0.73,Percentatge
2018,0.86,Percentatge
2019,0.98,Percentatge
2020,1.06,Percentatge
2021,1.26,Percentatge
2022,1.38,Percentatge
2023,1.93,Percentatge
2024,1.92,Percentatge
2025,1.81,Percentatge
