Year,Value,Units
2015,27.0,Percentatge
2016,38.0,Percentatge
2017,42.0,Percentatge
2018,34.0,Percentatge
2019,42.0,Percentatge
2020,44.0,Percentatge
2021,69.0,Percentatge
2022,68.0,Percentatge
2023,76.0,Percentatge
2024,84.0,Percentatge
2025,86.0,Percentatge
