Year,Value,Units
2016-2017,7.8,Percentatge
2017-2018,9.4,Percentatge
2018-2019,10.9,Percentatge
2019-2020,12.7,Percentatge
2020-2021,17.0,Percentatge
2021-2022,20.3,Percentatge
2022-2023,20.9,Percentatge
2024-2025,13.7,Percentatge
