Year,Value,Units
2015,22.9,Mitjana
2016,28.5,Mitjana
2017,25.0,Mitjana
2018,22.2,Mitjana
2019,20.4,Mitjana
2020,10.9,Mitjana
2021,12.4,Mitjana
2022,14.4,Mitjana
2023,17.8,Mitjana
2024,15.0,Mitjana
