Year,Value,Units
2015,22.8,Percentatge
2016,21.8,Percentatge
2017,21.9,Percentatge
2018,21.2,Percentatge
2019,18.7,Percentatge
2020,17.5,Percentatge
2021,17.4,Percentatge
2022,17.1,Percentatge
2023,15.7,Percentatge
2024,15.8,Percentatge
