Year,Value,Units
2015,20349.08,Nombre Total
2016,21328.04,Nombre Total
2017,22246.8,Nombre Total
2018,24420.38,Nombre Total
2019,26401.09,Nombre Total
2020,27695.55,Nombre Total
2021,27811.05,Nombre Total
2022,33136.69,Nombre Total
2023,42849.82,Nombre Total
2024,46407.18,Nombre Total
2025,48405.43,Nombre Total
