Year,Value,Units
2015,11.8,Percentatge
2016,8.1,Percentatge
2017,12.2,Percentatge
2018,12.5,Percentatge
2019,15.4,Percentatge
2020,17.5,Percentatge
2021,15.7,Percentatge
2022,15.7,Percentatge
2023,15.2,Percentatge
2024,14.3,Percentatge
2025,8.7,Percentatge
