Year,Value,Units
2016-2017,16.2,Percentatge
2017-2018,16.6,Percentatge
2018-2019,16.4,Percentatge
2019-2020,16.2,Percentatge
2020-2021,17.2,Percentatge
2021-2022,17.1,Percentatge
2022-2023,15.0,Percentatge
2024-2025,11.4,Percentatge
