Year,Value,Units
2019,3400,Nombre Total
2020,3706,Nombre Total
2021,4172,Nombre Total
2022,4417,Nombre Total
2023,5278,Nombre Total
2024,5515,Nombre Total
2025,5421,Nombre Total
