Year,Value,Units
2015,2.71,Percentatge
2016,1.54,Percentatge
2017,3.67,Percentatge
2018,7.06,Percentatge
2019,9.63,Percentatge
2020,7.83,Percentatge
2021,3.83,Percentatge
2022,3.23,Percentatge
2023,5.64,Percentatge
2024,11.91,Percentatge
2025,10.57,Percentatge
