Year,Value,Units
2015-2016,48.5,Percentatge
2016-2017,50.1,Percentatge
2017-2018,52.6,Percentatge
2018-2019,56.5,Percentatge
2019-2020,59.8,Percentatge
2020-2021,50.7,Percentatge
2021-2022,63.7,Percentatge
2022-2023,61.1,Percentatge
2023-2024,56.8,Percentatge
2024-2025,54.4,Percentatge
2025-2026,56.0,Percentatge
