Year,Value,Units
2015,60.3,Percentatge
2016,60.7,Percentatge
2017,61.4,Percentatge
2018,61.8,Percentatge
2019,62.1,Percentatge
2020,61.3,Percentatge
2021,62.3,Percentatge
2022,61.7,Percentatge
2023,64.4,Percentatge
2024,63.6,Percentatge
2025,63.0,Percentatge
