Year,Value,Units
2015,1.28,Percentatge
2016,1.28,Percentatge
2017,1.31,Percentatge
2018,1.36,Percentatge
2019,1.38,Percentatge
2020,1.39,Percentatge
2021,1.41,Percentatge
2022,1.49,Percentatge
2023,1.55,Percentatge
2024,1.69,Percentatge
