Year,Value,Units
2015,2.9,Índex (0-3)
2016,2.6,Índex (0-3)
2017,2.7,Índex (0-3)
2018,2.8,Índex (0-3)
2019,2.5,Índex (0-3)
2020,2.4,Índex (0-3)
2021,2.6,Índex (0-3)
2022,2.5,Índex (0-3)
2023,2.7,Índex (0-3)
2024,2.9,Índex (0-3)
2025,2.8,Índex (0-3)
