Year,Value,Units
2016-2017,30.7,Percentatge
2017-2018,30.9,Percentatge
2018-2019,30.6,Percentatge
2019-2020,28.5,Percentatge
2020-2021,34.0,Percentatge
2021-2022,25.6,Percentatge
2022-2023,28.4,Percentatge
2024-2025,19.2,Percentatge
