Year,Value,Units
2015,179,Nombre Total
2016,224,Nombre Total
2017,235,Nombre Total
2018,323,Nombre Total
2019,382,Nombre Total
2020,359,Nombre Total
2021,413,Nombre Total
2022,682,Nombre Total
2023,758,Nombre Total
2024,857,Nombre Total
