Year,Value,Units
2015,9.5,Ha
2016,15.3,Ha
2017,16.8,Ha
2018,11.1,Ha
2019,3.6,Ha
2020,2.3,Ha
2021,7.0,Ha
2022,9.2,Ha
2023,8.8,Ha
2024,2.5,Ha
2025,2.6,Ha
