Year,Value,Units
2015,16.9,Percentatge
2016,18.1,Percentatge
2017,19.7,Percentatge
2018,21.3,Percentatge
2019,20.9,Percentatge
2020,17.7,Percentatge
2021,18.6,Percentatge
2022,13.9,Percentatge
2023,13.2,Percentatge
2024,11.6,Percentatge
2025,11.1,Percentatge
