Year,Value,Units
2015,1.2,Taxa per 1.000
2016,1.0,Taxa per 1.000
2017,1.4,Taxa per 1.000
2018,1.4,Taxa per 1.000
2019,2.5,Taxa per 1.000
2020,1.9,Taxa per 1.000
2021,0.7,Taxa per 1.000
2022,2.2,Taxa per 1.000
2023,2.1,Taxa per 1.000
