Year,Value,Units
2015,7874,Tones
2016,8533,Tones
2017,8456,Tones
2018,9161,Tones
2019,8114,Tones
2020,10774,Tones
2021,10880,Tones
2022,10650,Tones
2023,10966,Tones
2024,9590,Tones
