Year,Value,Units
2015,0.78,Índex
2016,0.9,Índex
2017,0.8,Índex
2018,0.62,Índex
2019,0.8,Índex
2020,0.65,Índex
2021,0.77,Índex
2022,0.75,Índex
2023,0.81,Índex
2024,0.96,Índex
