Year,Value,Units
2015,38.6,Percentatge
2016,41.5,Percentatge
2017,43.4,Percentatge
2018,48.6,Percentatge
2019,45.9,Percentatge
2020,42.0,Percentatge
2021,44.2,Percentatge
2022,44.8,Percentatge
2023,42.9,Percentatge
2024,45.3,Percentatge
2025,45.8,Percentatge
