Year,Value,Units
2015,11.8,Percentatge
2016,11.7,Percentatge
2017,11.8,Percentatge
2018,11.6,Percentatge
2019,11.2,Percentatge
2020,11.2,Percentatge
2021,11.3,Percentatge
2022,10.4,Percentatge
2023,10.2,Percentatge
2024,10.2,Percentatge
