Year,Value,Units
2015,7.2,Percentatge
2016,8.8,Percentatge
2017,9.0,Percentatge
2018,9.1,Percentatge
2019,9.1,Percentatge
2020,9.0,Percentatge
2021,9.2,Percentatge
2022,9.2,Percentatge
2023,9.2,Percentatge
2024,9.1,Percentatge
2025,9.0,Percentatge
