Year,Value,Units
2015,17.2,Taxa per 100.000
2016,16.1,Taxa per 100.000
2017,16.4,Taxa per 100.000
2018,16.0,Taxa per 100.000
2019,18.7,Taxa per 100.000
2020,15.0,Taxa per 100.000
2021,16.0,Taxa per 100.000
2022,16.3,Taxa per 100.000
2023,14.4,Taxa per 100.000
2024,16.2,Taxa per 100.000
