Year,Value,Units
2015,19.07,Taxa per 1.000
2016,18.66,Taxa per 1.000
2017,16.74,Taxa per 1.000
2018,16.01,Taxa per 1.000
2019,15.44,Taxa per 1.000
2020,12.8,Taxa per 1.000
2021,15.4,Taxa per 1.000
2022,15.8,Taxa per 1.000
2023,15.7,Taxa per 1.000
2024,17.5,Taxa per 1.000
