Year,Value,Units
2015,506,Nombre Total
2016,445,Nombre Total
2017,563,Nombre Total
2018,658,Nombre Total
2019,772,Nombre Total
2020,679,Nombre Total
2021,804,Nombre Total
2022,800,Nombre Total
2023,753,Nombre Total
2024,1182,Nombre Total
2025,1020,Nombre Total
