Year,Units,Value
2015,Nombre Total,20349.08
2016,Nombre Total,21328.04
2017,Nombre Total,22246.8
2018,Nombre Total,24420.38
2019,Nombre Total,26401.09
2020,Nombre Total,27695.55
2021,Nombre Total,27811.05
2022,Nombre Total,33136.69
2023,Nombre Total,42849.82
2024,Nombre Total,46407.18
2025,Nombre Total,48405.43
