Year,Units,Value
2015,Percentage,5.63
2016,Percentage,5.45
2017,Percentage,5.6
2018,Percentage,5.74
2019,Percentage,5.43
2020,Percentage,5.83
2021,Percentage,5.79
2022,Percentage,5.64
2023,Percentage,5.77
2024,Percentage,5.98
2025,Percentage,5.77
