Year,Units,Value
2016-2017,Percentage,16.2
2017-2018,Percentage,16.6
2018-2019,Percentage,16.4
2019-2020,Percentage,16.2
2020-2021,Percentage,17.2
2021-2022,Percentage,17.1
2022-2023,Percentage,15.0
2024-2025,Percentage,11.4
