Year,Units,Value
2015,Nombre Total,13
2016,Nombre Total,5
2017,Nombre Total,5
2018,Nombre Total,8
2019,Nombre Total,4
2020,Nombre Total,4
2021,Nombre Total,11
2022,Nombre Total,8
2023,Nombre Total,11
2024,Nombre Total,9
