Year,Units,Value
2015,Porcentaje,11.8
2016,Porcentaje,8.1
2017,Porcentaje,12.2
2018,Porcentaje,12.5
2019,Porcentaje,15.4
2020,Porcentaje,17.5
2021,Porcentaje,15.7
2022,Porcentaje,15.7
2023,Porcentaje,15.2
2024,Porcentaje,14.3
2025,Porcentaje,8.7
