Year,Units,Value
2015,Percentatge,22.8
2016,Percentatge,21.8
2017,Percentatge,21.9
2018,Percentatge,21.2
2019,Percentatge,18.7
2020,Percentatge,17.5
2021,Percentatge,17.4
2022,Percentatge,17.1
2023,Percentatge,15.7
2024,Percentatge,15.8
