Year,Units,Value
2015,m3,1422939
2016,m3,1273611
2017,m3,1307061
2018,m3,1111559
2019,m3,1265132
2020,m3,1048718
2021,m3,1092975
2022,m3,1405412
2023,m3,1135530
2024,m3,753919
2025,m3,831992
