Year,Units,Value
2015,Percentatge,67.7
2016,Percentatge,65.5
2017,Percentatge,67.6
2018,Percentatge,66.7
2019,Percentatge,75.4
2020,Percentatge,77.4
2021,Percentatge,83.3
2022,Percentatge,80.4
2023,Percentatge,71.7
2023,Percentatge,79.2
