Year,Units,Value
2015,Kg/inhabitant/day,1.27
2016,Kg/inhabitant/day,1.28
2017,Kg/inhabitant/day,1.29
2018,Kg/inhabitant/day,1.34
2019,Kg/inhabitant/day,1.32
2020,Kg/inhabitant/day,1.18
2021,Kg/inhabitant/day,1.2
2022,Kg/inhabitant/day,1.24
2023,Kg/inhabitant/day,1.22
2024,Kg/inhabitant/day,1.22
2025,Kg/inhabitant/day,1.21
