Year,Units,Value
2017,Porcentaje,0.73
2018,Porcentaje,0.86
2019,Porcentaje,0.98
2020,Porcentaje,1.06
2021,Porcentaje,1.26
2022,Porcentaje,1.38
2023,Porcentaje,1.93
2024,Porcentaje,1.92
2025,Porcentaje,1.81
